specimen,relative_path,local_absolute_path,white_fraction,mean_intensity,row,col,within_specimen_selection_rank
Sample_027 - 2026-08-04 16.45.07,Sample_027 - 2026-08-04 16.45.07/Sample_027 - 2026-08-04 16.45.07_L0_R00032_C00031_X80104_Y61952.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_027 - 2026-08-04 16.45.07\Sample_027 - 2026-08-04 16.45.07_L0_R00032_C00031_X80104_Y61952.jpg,0.0,230.581,32,31,3
Sample_027 - 2026-08-04 16.45.07,Sample_027 - 2026-08-04 16.45.07/Sample_027 - 2026-08-04 16.45.07_L0_R00042_C00040_X103360_Y81312.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_027 - 2026-08-04 16.45.07\Sample_027 - 2026-08-04 16.45.07_L0_R00042_C00040_X103360_Y81312.jpg,0.0,232.382,42,40,4
Sample_027 - 2026-08-04 16.45.07,Sample_027 - 2026-08-04 16.45.07/Sample_027 - 2026-08-04 16.45.07_L0_R00050_C00010_X25840_Y96800.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_027 - 2026-08-04 16.45.07\Sample_027 - 2026-08-04 16.45.07_L0_R00050_C00010_X25840_Y96800.jpg,2e-05,235.165,50,10,5
Sample_027 - 2026-08-04 16.45.07,Sample_027 - 2026-08-04 16.45.07/Sample_027 - 2026-08-04 16.45.07_L0_R00051_C00045_X116280_Y98736.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_027 - 2026-08-04 16.45.07\Sample_027 - 2026-08-04 16.45.07_L0_R00051_C00045_X116280_Y98736.jpg,0.000264,234.704,51,45,6
Sample_027 - 2026-08-04 16.45.07,Sample_027 - 2026-08-04 16.45.07/Sample_027 - 2026-08-04 16.45.07_L0_R00000_C00000_X0_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_027 - 2026-08-04 16.45.07\Sample_027 - 2026-08-04 16.45.07_L0_R00000_C00000_X0_Y0.jpg,0.838908,251.744,0,0,7
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00000_C00063_X162792_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_029 - 2026-08-04 16.50.52\Sample_029 - 2026-08-04 16.50.52_L0_R00000_C00063_X162792_Y0.jpg,0.0,16.739,0,63,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00013_C00002_X5168_Y25168.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_029 - 2026-08-04 16.50.52\Sample_029 - 2026-08-04 16.50.52_L0_R00013_C00002_X5168_Y25168.jpg,0.0,235.142,13,2,1
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00021_C00042_X108528_Y40656.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_029 - 2026-08-04 16.50.52\Sample_029 - 2026-08-04 16.50.52_L0_R00021_C00042_X108528_Y40656.jpg,0.0,213.605,21,42,2
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00030_C00026_X67184_Y58080.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_029 - 2026-08-04 16.50.52\Sample_029 - 2026-08-04 16.50.52_L0_R00030_C00026_X67184_Y58080.jpg,0.0,215.794,30,26,3
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00000_X0_Y75504.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_029 - 2026-08-04 16.50.52\Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00000_X0_Y75504.jpg,0.0,235.241,39,0,4
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00047_C00057_X147288_Y90992.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_029 - 2026-08-04 16.50.52\Sample_029 - 2026-08-04 16.50.52_L0_R00047_C00057_X147288_Y90992.jpg,0.0,234.896,47,57,5
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00052_C00060_X155040_Y100672.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_029 - 2026-08-04 16.50.52\Sample_029 - 2026-08-04 16.50.52_L0_R00052_C00060_X155040_Y100672.jpg,8.1e-05,234.723,52,60,6
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00055_C00015_X38760_Y106480.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_029 - 2026-08-04 16.50.52\Sample_029 - 2026-08-04 16.50.52_L0_R00055_C00015_X38760_Y106480.jpg,0.924276,252.925,55,15,7
Sample_030 - 2026-08-04 16.53.54,Sample_030 - 2026-08-04 16.53.54/Sample_030 - 2026-08-04 16.53.54_L0_R00000_C00000_X0_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_030 - 2026-08-04 16.53.54\Sample_030 - 2026-08-04 16.53.54_L0_R00000_C00000_X0_Y0.jpg,0.0,235.339,0,0,0
Sample_030 - 2026-08-04 16.53.54,Sample_030 - 2026-08-04 16.53.54/Sample_030 - 2026-08-04 16.53.54_L0_R00006_C00007_X18088_Y11616.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_030 - 2026-08-04 16.53.54\Sample_030 - 2026-08-04 16.53.54_L0_R00006_C00007_X18088_Y11616.jpg,0.0,234.9,6,7,1
Sample_030 - 2026-08-04 16.53.54,Sample_030 - 2026-08-04 16.53.54/Sample_030 - 2026-08-04 16.53.54_L0_R00012_C00008_X20672_Y23232.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_030 - 2026-08-04 16.53.54\Sample_030 - 2026-08-04 16.53.54_L0_R00012_C00008_X20672_Y23232.jpg,0.0,222.862,12,8,2
Sample_030 - 2026-08-04 16.53.54,Sample_030 - 2026-08-04 16.53.54/Sample_030 - 2026-08-04 16.53.54_L0_R00018_C00011_X28424_Y34848.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_030 - 2026-08-04 16.53.54\Sample_030 - 2026-08-04 16.53.54_L0_R00018_C00011_X28424_Y34848.jpg,0.0,233.075,18,11,3
Sample_030 - 2026-08-04 16.53.54,Sample_030 - 2026-08-04 16.53.54/Sample_030 - 2026-08-04 16.53.54_L0_R00024_C00016_X41344_Y46464.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_030 - 2026-08-04 16.53.54\Sample_030 - 2026-08-04 16.53.54_L0_R00024_C00016_X41344_Y46464.jpg,0.0,230.867,24,16,4
Sample_030 - 2026-08-04 16.53.54,Sample_030 - 2026-08-04 16.53.54/Sample_030 - 2026-08-04 16.53.54_L0_R00029_C00037_X95608_Y56144.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_030 - 2026-08-04 16.53.54\Sample_030 - 2026-08-04 16.53.54_L0_R00029_C00037_X95608_Y56144.jpg,0.0,234.606,29,37,5
Sample_030 - 2026-08-04 16.53.54,Sample_030 - 2026-08-04 16.53.54/Sample_030 - 2026-08-04 16.53.54_L0_R00008_C00009_X23256_Y15488.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_030 - 2026-08-04 16.53.54\Sample_030 - 2026-08-04 16.53.54_L0_R00008_C00009_X23256_Y15488.jpg,6.1e-05,234.096,8,9,6
Sample_030 - 2026-08-04 16.53.54,Sample_030 - 2026-08-04 16.53.54/Sample_030 - 2026-08-04 16.53.54_L0_R00034_C00038_X98192_Y65824.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_030 - 2026-08-04 16.53.54\Sample_030 - 2026-08-04 16.53.54_L0_R00034_C00038_X98192_Y65824.jpg,0.675008,248.505,34,38,7
Sample_033 - 2026-08-04 16.56.17,Sample_033 - 2026-08-04 16.56.17/Sample_033 - 2026-08-04 16.56.17_L0_R00000_C00005_X12920_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_033 - 2026-08-04 16.56.17\Sample_033 - 2026-08-04 16.56.17_L0_R00000_C00005_X12920_Y0.jpg,0.0,160.136,0,5,0
Sample_033 - 2026-08-04 16.56.17,Sample_033 - 2026-08-04 16.56.17/Sample_033 - 2026-08-04 16.56.17_L0_R00011_C00035_X90440_Y21296.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_033 - 2026-08-04 16.56.17\Sample_033 - 2026-08-04 16.56.17_L0_R00011_C00035_X90440_Y21296.jpg,0.0,224.905,11,35,1
Sample_033 - 2026-08-04 16.56.17,Sample_033 - 2026-08-04 16.56.17/Sample_033 - 2026-08-04 16.56.17_L0_R00021_C00001_X2584_Y40656.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_033 - 2026-08-04 16.56.17\Sample_033 - 2026-08-04 16.56.17_L0_R00021_C00001_X2584_Y40656.jpg,0.0,205.688,21,1,2
Sample_033 - 2026-08-04 16.56.17,Sample_033 - 2026-08-04 16.56.17/Sample_033 - 2026-08-04 16.56.17_L0_R00029_C00013_X33592_Y56144.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_033 - 2026-08-04 16.56.17\Sample_033 - 2026-08-04 16.56.17_L0_R00029_C00013_X33592_Y56144.jpg,0.0,230.555,29,13,3
Sample_033 - 2026-08-04 16.56.17,Sample_033 - 2026-08-04 16.56.17/Sample_033 - 2026-08-04 16.56.17_L0_R00038_C00001_X2584_Y73568.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_033 - 2026-08-04 16.56.17\Sample_033 - 2026-08-04 16.56.17_L0_R00038_C00001_X2584_Y73568.jpg,0.0,220.77,38,1,4
Sample_033 - 2026-08-04 16.56.17,Sample_033 - 2026-08-04 16.56.17/Sample_033 - 2026-08-04 16.56.17_L0_R00048_C00001_X2584_Y92928.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_033 - 2026-08-04 16.56.17\Sample_033 - 2026-08-04 16.56.17_L0_R00048_C00001_X2584_Y92928.jpg,0.0,217.722,48,1,5
Sample_033 - 2026-08-04 16.56.17,Sample_033 - 2026-08-04 16.56.17/Sample_033 - 2026-08-04 16.56.17_L0_R00041_C00035_X90440_Y79376.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_033 - 2026-08-04 16.56.17\Sample_033 - 2026-08-04 16.56.17_L0_R00041_C00035_X90440_Y79376.jpg,8.1e-05,235.864,41,35,6
Sample_033 - 2026-08-04 16.56.17,Sample_033 - 2026-08-04 16.56.17/Sample_033 - 2026-08-04 16.56.17_L0_R00052_C00038_X98192_Y100672.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_033 - 2026-08-04 16.56.17\Sample_033 - 2026-08-04 16.56.17_L0_R00052_C00038_X98192_Y100672.jpg,0.766439,195.868,52,38,7
Sample_035 - 2026-08-04 16.58.58,Sample_035 - 2026-08-04 16.58.58/Sample_035 - 2026-08-04 16.58.58_L0_R00001_C00046_X118864_Y1936.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_035 - 2026-08-04 16.58.58\Sample_035 - 2026-08-04 16.58.58_L0_R00001_C00046_X118864_Y1936.jpg,0.0,226.824,1,46,0
Sample_035 - 2026-08-04 16.58.58,Sample_035 - 2026-08-04 16.58.58/Sample_035 - 2026-08-04 16.58.58_L0_R00012_C00064_X165376_Y23232.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_035 - 2026-08-04 16.58.58\Sample_035 - 2026-08-04 16.58.58_L0_R00012_C00064_X165376_Y23232.jpg,0.0,233.343,12,64,1
Sample_035 - 2026-08-04 16.58.58,Sample_035 - 2026-08-04 16.58.58/Sample_035 - 2026-08-04 16.58.58_L0_R00022_C00011_X28424_Y42592.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_035 - 2026-08-04 16.58.58\Sample_035 - 2026-08-04 16.58.58_L0_R00022_C00011_X28424_Y42592.jpg,0.0,225.118,22,11,2
Sample_035 - 2026-08-04 16.58.58,Sample_035 - 2026-08-04 16.58.58/Sample_035 - 2026-08-04 16.58.58_L0_R00030_C00047_X121448_Y58080.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_035 - 2026-08-04 16.58.58\Sample_035 - 2026-08-04 16.58.58_L0_R00030_C00047_X121448_Y58080.jpg,0.0,227.377,30,47,3
Sample_035 - 2026-08-04 16.58.58,Sample_035 - 2026-08-04 16.58.58/Sample_035 - 2026-08-04 16.58.58_L0_R00039_C00053_X136952_Y75504.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_035 - 2026-08-04 16.58.58\Sample_035 - 2026-08-04 16.58.58_L0_R00039_C00053_X136952_Y75504.jpg,0.0,229.104,39,53,4
Sample_035 - 2026-08-04 16.58.58,Sample_035 - 2026-08-04 16.58.58/Sample_035 - 2026-08-04 16.58.58_L0_R00050_C00028_X72352_Y96800.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_035 - 2026-08-04 16.58.58\Sample_035 - 2026-08-04 16.58.58_L0_R00050_C00028_X72352_Y96800.jpg,0.0,228.905,50,28,5
Sample_035 - 2026-08-04 16.58.58,Sample_035 - 2026-08-04 16.58.58/Sample_035 - 2026-08-04 16.58.58_L0_R00046_C00023_X59432_Y89056.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_035 - 2026-08-04 16.58.58\Sample_035 - 2026-08-04 16.58.58_L0_R00046_C00023_X59432_Y89056.jpg,0.000122,231.332,46,23,6
Sample_035 - 2026-08-04 16.58.58,Sample_035 - 2026-08-04 16.58.58/Sample_035 - 2026-08-04 16.58.58_L0_R00000_C00005_X12920_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_035 - 2026-08-04 16.58.58\Sample_035 - 2026-08-04 16.58.58_L0_R00000_C00005_X12920_Y0.jpg,0.921427,252.535,0,5,7
Sample_037 - 2026-08-04 17.04.54,Sample_037 - 2026-08-04 17.04.54/Sample_037 - 2026-08-04 17.04.54_L0_R00000_C00063_X162792_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_037 - 2026-08-04 17.04.54\Sample_037 - 2026-08-04 17.04.54_L0_R00000_C00063_X162792_Y0.jpg,0.0,21.586,0,63,0
Sample_037 - 2026-08-04 17.04.54,Sample_037 - 2026-08-04 17.04.54/Sample_037 - 2026-08-04 17.04.54_L0_R00012_C00054_X139536_Y23232.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_037 - 2026-08-04 17.04.54\Sample_037 - 2026-08-04 17.04.54_L0_R00012_C00054_X139536_Y23232.jpg,0.0,233.259,12,54,1
Sample_037 - 2026-08-04 17.04.54,Sample_037 - 2026-08-04 17.04.54/Sample_037 - 2026-08-04 17.04.54_L0_R00021_C00041_X105944_Y40656.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_037 - 2026-08-04 17.04.54\Sample_037 - 2026-08-04 17.04.54_L0_R00021_C00041_X105944_Y40656.jpg,0.0,229.071,21,41,2
Sample_037 - 2026-08-04 17.04.54,Sample_037 - 2026-08-04 17.04.54/Sample_037 - 2026-08-04 17.04.54_L0_R00030_C00014_X36176_Y58080.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_037 - 2026-08-04 17.04.54\Sample_037 - 2026-08-04 17.04.54_L0_R00030_C00014_X36176_Y58080.jpg,0.0,213.309,30,14,3
Sample_037 - 2026-08-04 17.04.54,Sample_037 - 2026-08-04 17.04.54/Sample_037 - 2026-08-04 17.04.54_L0_R00038_C00059_X152456_Y73568.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_037 - 2026-08-04 17.04.54\Sample_037 - 2026-08-04 17.04.54_L0_R00038_C00059_X152456_Y73568.jpg,0.0,234.138,38,59,4
Sample_037 - 2026-08-04 17.04.54,Sample_037 - 2026-08-04 17.04.54/Sample_037 - 2026-08-04 17.04.54_L0_R00047_C00045_X116280_Y90992.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_037 - 2026-08-04 17.04.54\Sample_037 - 2026-08-04 17.04.54_L0_R00047_C00045_X116280_Y90992.jpg,0.0,221.44,47,45,5
Sample_037 - 2026-08-04 17.04.54,Sample_037 - 2026-08-04 17.04.54/Sample_037 - 2026-08-04 17.04.54_L0_R00052_C00023_X59432_Y100672.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_037 - 2026-08-04 17.04.54\Sample_037 - 2026-08-04 17.04.54_L0_R00052_C00023_X59432_Y100672.jpg,0.000102,233.583,52,23,6
Sample_037 - 2026-08-04 17.04.54,Sample_037 - 2026-08-04 17.04.54/Sample_037 - 2026-08-04 17.04.54_L0_R00055_C00061_X157624_Y106480.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_037 - 2026-08-04 17.04.54\Sample_037 - 2026-08-04 17.04.54_L0_R00055_C00061_X157624_Y106480.jpg,1.0,254.997,55,61,7
Sample_038 - 2026-08-04 17.07.58,Sample_038 - 2026-08-04 17.07.58/Sample_038 - 2026-08-04 17.07.58_L0_R00000_C00047_X121448_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_038 - 2026-08-04 17.07.58\Sample_038 - 2026-08-04 17.07.58_L0_R00000_C00047_X121448_Y0.jpg,0.0,126.793,0,47,0
Sample_038 - 2026-08-04 17.07.58,Sample_038 - 2026-08-04 17.07.58/Sample_038 - 2026-08-04 17.07.58_L0_R00011_C00028_X72352_Y21296.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_038 - 2026-08-04 17.07.58\Sample_038 - 2026-08-04 17.07.58_L0_R00011_C00028_X72352_Y21296.jpg,0.0,213.655,11,28,1
Sample_038 - 2026-08-04 17.07.58,Sample_038 - 2026-08-04 17.07.58/Sample_038 - 2026-08-04 17.07.58_L0_R00020_C00012_X31008_Y38720.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_038 - 2026-08-04 17.07.58\Sample_038 - 2026-08-04 17.07.58_L0_R00020_C00012_X31008_Y38720.jpg,0.0,228.948,20,12,2
Sample_038 - 2026-08-04 17.07.58,Sample_038 - 2026-08-04 17.07.58/Sample_038 - 2026-08-04 17.07.58_L0_R00028_C00027_X69768_Y54208.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_038 - 2026-08-04 17.07.58\Sample_038 - 2026-08-04 17.07.58_L0_R00028_C00027_X69768_Y54208.jpg,0.0,211.745,28,27,3
Sample_038 - 2026-08-04 17.07.58,Sample_038 - 2026-08-04 17.07.58/Sample_038 - 2026-08-04 17.07.58_L0_R00036_C00038_X98192_Y69696.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_038 - 2026-08-04 17.07.58\Sample_038 - 2026-08-04 17.07.58_L0_R00036_C00038_X98192_Y69696.jpg,0.0,193.545,36,38,4
Sample_038 - 2026-08-04 17.07.58,Sample_038 - 2026-08-04 17.07.58/Sample_038 - 2026-08-04 17.07.58_L0_R00045_C00012_X31008_Y87120.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_038 - 2026-08-04 17.07.58\Sample_038 - 2026-08-04 17.07.58_L0_R00045_C00012_X31008_Y87120.jpg,0.0,225.584,45,12,5
Sample_038 - 2026-08-04 17.07.58,Sample_038 - 2026-08-04 17.07.58/Sample_038 - 2026-08-04 17.07.58_L0_R00023_C00059_X152456_Y44528.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_038 - 2026-08-04 17.07.58\Sample_038 - 2026-08-04 17.07.58_L0_R00023_C00059_X152456_Y44528.jpg,6.1e-05,232.182,23,59,6
Sample_038 - 2026-08-04 17.07.58,Sample_038 - 2026-08-04 17.07.58/Sample_038 - 2026-08-04 17.07.58_L0_R00000_C00002_X5168_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_038 - 2026-08-04 17.07.58\Sample_038 - 2026-08-04 17.07.58_L0_R00000_C00002_X5168_Y0.jpg,0.811279,241.225,0,2,7
Sample_039 - 2026-08-04 17.10.53,Sample_039 - 2026-08-04 17.10.53/Sample_039 - 2026-08-04 17.10.53_L0_R00001_C00020_X51680_Y1936.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_039 - 2026-08-04 17.10.53\Sample_039 - 2026-08-04 17.10.53_L0_R00001_C00020_X51680_Y1936.jpg,0.0,221.319,1,20,0
Sample_039 - 2026-08-04 17.10.53,Sample_039 - 2026-08-04 17.10.53/Sample_039 - 2026-08-04 17.10.53_L0_R00010_C00039_X100776_Y19360.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_039 - 2026-08-04 17.10.53\Sample_039 - 2026-08-04 17.10.53_L0_R00010_C00039_X100776_Y19360.jpg,0.0,188.321,10,39,1
Sample_039 - 2026-08-04 17.10.53,Sample_039 - 2026-08-04 17.10.53/Sample_039 - 2026-08-04 17.10.53_L0_R00019_C00017_X43928_Y36784.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_039 - 2026-08-04 17.10.53\Sample_039 - 2026-08-04 17.10.53_L0_R00019_C00017_X43928_Y36784.jpg,0.0,163.232,19,17,2
Sample_039 - 2026-08-04 17.10.53,Sample_039 - 2026-08-04 17.10.53/Sample_039 - 2026-08-04 17.10.53_L0_R00027_C00035_X90440_Y52272.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_039 - 2026-08-04 17.10.53\Sample_039 - 2026-08-04 17.10.53_L0_R00027_C00035_X90440_Y52272.jpg,0.0,199.423,27,35,3
Sample_039 - 2026-08-04 17.10.53,Sample_039 - 2026-08-04 17.10.53/Sample_039 - 2026-08-04 17.10.53_L0_R00035_C00052_X134368_Y67760.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_039 - 2026-08-04 17.10.53\Sample_039 - 2026-08-04 17.10.53_L0_R00035_C00052_X134368_Y67760.jpg,0.0,207.741,35,52,4
Sample_039 - 2026-08-04 17.10.53,Sample_039 - 2026-08-04 17.10.53/Sample_039 - 2026-08-04 17.10.53_L0_R00044_C00035_X90440_Y85184.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_039 - 2026-08-04 17.10.53\Sample_039 - 2026-08-04 17.10.53_L0_R00044_C00035_X90440_Y85184.jpg,0.0,196.004,44,35,5
Sample_039 - 2026-08-04 17.10.53,Sample_039 - 2026-08-04 17.10.53/Sample_039 - 2026-08-04 17.10.53_L0_R00013_C00026_X67184_Y25168.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_039 - 2026-08-04 17.10.53\Sample_039 - 2026-08-04 17.10.53_L0_R00013_C00026_X67184_Y25168.jpg,6.1e-05,224.181,13,26,6
Sample_039 - 2026-08-04 17.10.53,Sample_039 - 2026-08-04 17.10.53/Sample_039 - 2026-08-04 17.10.53_L0_R00000_C00000_X0_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_039 - 2026-08-04 17.10.53\Sample_039 - 2026-08-04 17.10.53_L0_R00000_C00000_X0_Y0.jpg,0.809082,249.636,0,0,7
Sample_043 - 2026-08-04 17.23.15,Sample_043 - 2026-08-04 17.23.15/Sample_043 - 2026-08-04 17.23.15_L0_R00000_C00024_X62016_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_043 - 2026-08-04 17.23.15\Sample_043 - 2026-08-04 17.23.15_L0_R00000_C00024_X62016_Y0.jpg,0.0,195.655,0,24,0
Sample_043 - 2026-08-04 17.23.15,Sample_043 - 2026-08-04 17.23.15/Sample_043 - 2026-08-04 17.23.15_L0_R00012_C00008_X20672_Y23232.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_043 - 2026-08-04 17.23.15\Sample_043 - 2026-08-04 17.23.15_L0_R00012_C00008_X20672_Y23232.jpg,0.0,229.235,12,8,1
Sample_043 - 2026-08-04 17.23.15,Sample_043 - 2026-08-04 17.23.15/Sample_043 - 2026-08-04 17.23.15_L0_R00021_C00022_X56848_Y40656.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_043 - 2026-08-04 17.23.15\Sample_043 - 2026-08-04 17.23.15_L0_R00021_C00022_X56848_Y40656.jpg,0.0,220.556,21,22,2
Sample_043 - 2026-08-04 17.23.15,Sample_043 - 2026-08-04 17.23.15/Sample_043 - 2026-08-04 17.23.15_L0_R00030_C00031_X80104_Y58080.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_043 - 2026-08-04 17.23.15\Sample_043 - 2026-08-04 17.23.15_L0_R00030_C00031_X80104_Y58080.jpg,0.0,177.61,30,31,3
Sample_043 - 2026-08-04 17.23.15,Sample_043 - 2026-08-04 17.23.15/Sample_043 - 2026-08-04 17.23.15_L0_R00039_C00028_X72352_Y75504.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_043 - 2026-08-04 17.23.15\Sample_043 - 2026-08-04 17.23.15_L0_R00039_C00028_X72352_Y75504.jpg,0.0,196.569,39,28,4
Sample_043 - 2026-08-04 17.23.15,Sample_043 - 2026-08-04 17.23.15/Sample_043 - 2026-08-04 17.23.15_L0_R00048_C00029_X74936_Y92928.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_043 - 2026-08-04 17.23.15\Sample_043 - 2026-08-04 17.23.15_L0_R00048_C00029_X74936_Y92928.jpg,0.0,217.994,48,29,5
