specimen,relative_path,extension,size_bytes,is_annotated_training_image
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00031_X80104_Y73568.jpg,.jpg,1190708,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00032_X82688_Y73568.jpg,.jpg,1103620,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00033_X85272_Y73568.jpg,.jpg,1093933,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00034_X87856_Y73568.jpg,.jpg,1382126,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00035_X90440_Y73568.jpg,.jpg,1534494,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00036_X93024_Y73568.jpg,.jpg,1113813,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00037_X95608_Y73568.jpg,.jpg,1023208,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00038_X98192_Y73568.jpg,.jpg,1167988,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00039_X100776_Y73568.jpg,.jpg,1072505,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00040_X103360_Y73568.jpg,.jpg,997561,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00041_X105944_Y73568.jpg,.jpg,1038793,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00042_X108528_Y73568.jpg,.jpg,1193298,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00043_X111112_Y73568.jpg,.jpg,1291971,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00044_X113696_Y73568.jpg,.jpg,1396604,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00045_X116280_Y73568.jpg,.jpg,1480651,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00046_X118864_Y73568.jpg,.jpg,1359162,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00047_X121448_Y73568.jpg,.jpg,1335717,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00048_X124032_Y73568.jpg,.jpg,1629763,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00049_X126616_Y73568.jpg,.jpg,1585758,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00050_X129200_Y73568.jpg,.jpg,1577583,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00051_X131784_Y73568.jpg,.jpg,1429551,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00052_X134368_Y73568.jpg,.jpg,1522058,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00053_X136952_Y73568.jpg,.jpg,1583044,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00054_X139536_Y73568.jpg,.jpg,1356366,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00055_X142120_Y73568.jpg,.jpg,1312830,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00056_X144704_Y73568.jpg,.jpg,1336270,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00057_X147288_Y73568.jpg,.jpg,1261828,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00058_X149872_Y73568.jpg,.jpg,1292517,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00059_X152456_Y73568.jpg,.jpg,1288915,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00060_X155040_Y73568.jpg,.jpg,1299624,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00061_X157624_Y73568.jpg,.jpg,1252614,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00062_X160208_Y73568.jpg,.jpg,1273365,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00063_X162792_Y73568.jpg,.jpg,1113593,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00064_X165376_Y73568.jpg,.jpg,1027893,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00038_C00065_X167960_Y73568.jpg,.jpg,447259,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00000_X0_Y75504.jpg,.jpg,931691,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00001_X2584_Y75504.jpg,.jpg,943427,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00002_X5168_Y75504.jpg,.jpg,957286,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00003_X7752_Y75504.jpg,.jpg,967110,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00004_X10336_Y75504.jpg,.jpg,954755,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00005_X12920_Y75504.jpg,.jpg,957067,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00006_X15504_Y75504.jpg,.jpg,966522,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00007_X18088_Y75504.jpg,.jpg,947417,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00008_X20672_Y75504.jpg,.jpg,975716,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00009_X23256_Y75504.jpg,.jpg,992373,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00010_X25840_Y75504.jpg,.jpg,1010681,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00011_X28424_Y75504.jpg,.jpg,1039163,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00012_X31008_Y75504.jpg,.jpg,1104680,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00013_X33592_Y75504.jpg,.jpg,1165895,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00014_X36176_Y75504.jpg,.jpg,1164608,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00015_X38760_Y75504.jpg,.jpg,1261368,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00016_X41344_Y75504.jpg,.jpg,1336944,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00017_X43928_Y75504.jpg,.jpg,1418448,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00018_X46512_Y75504.jpg,.jpg,1438070,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00019_X49096_Y75504.jpg,.jpg,1449683,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00020_X51680_Y75504.jpg,.jpg,1464253,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00021_X54264_Y75504.jpg,.jpg,1422408,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00022_X56848_Y75504.jpg,.jpg,1146528,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00023_X59432_Y75504.jpg,.jpg,1144062,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00024_X62016_Y75504.jpg,.jpg,1089263,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00025_X64600_Y75504.jpg,.jpg,1116889,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00026_X67184_Y75504.jpg,.jpg,1130325,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00027_X69768_Y75504.jpg,.jpg,1156827,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00028_X72352_Y75504.jpg,.jpg,1133218,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00029_X74936_Y75504.jpg,.jpg,1096694,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00030_X77520_Y75504.jpg,.jpg,1043261,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00031_X80104_Y75504.jpg,.jpg,1047166,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00032_X82688_Y75504.jpg,.jpg,1077827,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00033_X85272_Y75504.jpg,.jpg,1070115,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00034_X87856_Y75504.jpg,.jpg,1386373,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00035_X90440_Y75504.jpg,.jpg,1422735,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00036_X93024_Y75504.jpg,.jpg,1382266,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00037_X95608_Y75504.jpg,.jpg,1196819,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00038_X98192_Y75504.jpg,.jpg,1150397,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00039_X100776_Y75504.jpg,.jpg,1069643,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00040_X103360_Y75504.jpg,.jpg,1042290,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00041_X105944_Y75504.jpg,.jpg,1118586,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00042_X108528_Y75504.jpg,.jpg,1206071,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00043_X111112_Y75504.jpg,.jpg,1224329,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00044_X113696_Y75504.jpg,.jpg,1398588,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00045_X116280_Y75504.jpg,.jpg,1460330,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00046_X118864_Y75504.jpg,.jpg,1358629,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00047_X121448_Y75504.jpg,.jpg,1373106,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00048_X124032_Y75504.jpg,.jpg,1573711,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00049_X126616_Y75504.jpg,.jpg,1620439,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00050_X129200_Y75504.jpg,.jpg,1469722,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00051_X131784_Y75504.jpg,.jpg,1411489,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00052_X134368_Y75504.jpg,.jpg,1363987,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00053_X136952_Y75504.jpg,.jpg,1512072,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00054_X139536_Y75504.jpg,.jpg,1458442,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00055_X142120_Y75504.jpg,.jpg,1328447,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00056_X144704_Y75504.jpg,.jpg,1288645,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00057_X147288_Y75504.jpg,.jpg,1285330,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00058_X149872_Y75504.jpg,.jpg,1332599,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00059_X152456_Y75504.jpg,.jpg,1320978,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00060_X155040_Y75504.jpg,.jpg,1303079,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00061_X157624_Y75504.jpg,.jpg,1422277,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00062_X160208_Y75504.jpg,.jpg,1211365,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00063_X162792_Y75504.jpg,.jpg,1113649,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00064_X165376_Y75504.jpg,.jpg,974790,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00039_C00065_X167960_Y75504.jpg,.jpg,447074,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00000_X0_Y77440.jpg,.jpg,934115,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00001_X2584_Y77440.jpg,.jpg,936017,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00002_X5168_Y77440.jpg,.jpg,956340,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00003_X7752_Y77440.jpg,.jpg,986761,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00004_X10336_Y77440.jpg,.jpg,959810,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00005_X12920_Y77440.jpg,.jpg,980141,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00006_X15504_Y77440.jpg,.jpg,1005225,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00007_X18088_Y77440.jpg,.jpg,1020417,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00008_X20672_Y77440.jpg,.jpg,1054971,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00009_X23256_Y77440.jpg,.jpg,1024084,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00010_X25840_Y77440.jpg,.jpg,1003475,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00011_X28424_Y77440.jpg,.jpg,984825,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00012_X31008_Y77440.jpg,.jpg,1036068,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00013_X33592_Y77440.jpg,.jpg,1008249,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00014_X36176_Y77440.jpg,.jpg,1046104,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00015_X38760_Y77440.jpg,.jpg,1126787,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00016_X41344_Y77440.jpg,.jpg,1278550,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00017_X43928_Y77440.jpg,.jpg,1291507,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00018_X46512_Y77440.jpg,.jpg,1213870,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00019_X49096_Y77440.jpg,.jpg,1246231,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00020_X51680_Y77440.jpg,.jpg,1174390,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00021_X54264_Y77440.jpg,.jpg,1296061,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00022_X56848_Y77440.jpg,.jpg,1144693,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00023_X59432_Y77440.jpg,.jpg,1107950,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00024_X62016_Y77440.jpg,.jpg,1158473,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00025_X64600_Y77440.jpg,.jpg,1222082,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00026_X67184_Y77440.jpg,.jpg,1227819,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00027_X69768_Y77440.jpg,.jpg,1315284,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00028_X72352_Y77440.jpg,.jpg,1163008,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00029_X74936_Y77440.jpg,.jpg,1119348,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00030_X77520_Y77440.jpg,.jpg,1168971,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00031_X80104_Y77440.jpg,.jpg,1134538,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00032_X82688_Y77440.jpg,.jpg,1142769,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00033_X85272_Y77440.jpg,.jpg,1107068,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00034_X87856_Y77440.jpg,.jpg,1267259,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00035_X90440_Y77440.jpg,.jpg,1384317,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00036_X93024_Y77440.jpg,.jpg,1401178,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00037_X95608_Y77440.jpg,.jpg,1278144,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00038_X98192_Y77440.jpg,.jpg,1164725,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00039_X100776_Y77440.jpg,.jpg,1105000,0
Sample_029 - 2026-08-04 16.50.52,Sample_029 - 2026-08-04 16.50.52/Sample_029 - 2026-08-04 16.50.52_L0_R00040_C00040_X103360_Y77440.jpg,.jpg,1074122,0
